"[Intro]
Go!

[Verse 1]
So one, two, three
Take my hand and come with me
Because you look so fine
That I really wanna make you mine
I said, you look so fine
That I really wanna make you mine
[Verse 2]
Oh, four, five, six
Come on and get your kicks
Now you don't need that money
When you look like that, do ya, honey?

[Pre-Chorus]
Big black boots, long brown hair
She's so sweet with her get-back stare

[Chorus]
Well, I could see you home with me
But you were with another man, yeah
I know we ain't got much to say
Before I let you get away, yeah

I said, are you gonna be my girl?

[Verse 1]
So one, two, three
Take my hand and come with me
Because you look so fine
That I really wanna make you mine
I said, you look so fine
That I really wanna make you mine
You might also like[Verse 3]
Oh, four, five, six
Come on and get your kicks
Now you don't need that money
With a face like that, do ya?

[Pre-Chorus]
Big black boots, long brown hair
She's so sweet with her get-back stare

[Chorus]
Well, I could see you home with me
But you were with another man, yeah
I know we ain't got much to say
Before I let you get away, yeah

I said, are you gonna be my girl?

[Bridge]
Oh yeah
Oh yeah
Come on

[Chorus]
I could see you home with me
But you were with another man, yeah
I know we ain't got much to say
Before I let you get away, yeah
Uh, be my girl
Be my girl
Are you gonna be my girl?
Yeah!19Embed",rock
"[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 1]
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it, like I'm supposed to do
'Cause I got that boom boom that all the boys chase
And all the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real, come on now, make it stop
If you got beauty beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top
[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 2]
Hey, I'm bringing booty back
Go ahead and tell them skinny bitches that
No, I'm just playing I know you think you're fat
But I'm here to tell you
Every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along
You might also like[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
[Click here to read about when Meghan Trainor met her co-writer on this song, Kevin Kadish]359Embed",pop
"[Verse 1]
I took a pill in Ibiza to show Avicii I was cool
And when I finally got sober, felt 10 years older
But fuck it, it was something to do
I'm living out in LA, I drive a sports car just to prove
I'm a real big baller 'cause I made a million dollars
And I spend it on girls and shoes
[Chorus]
But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing
All I know are sad songs, sad songs
Darling, all I know are sad songs, sad songs
[Drop]
I-I know are sad songs
I-I know are sad songs
I-I know are sad songs
I-I know are sad songs

[Verse 2]
I'm just a singer who already blew his shot
I get along with old timers
'Cause my name's a reminder of a pop song people forgot
And I can't keep a girl, no
'Cause as soon as the sun comes up
I cut 'em all loose and work's my excuse
But the truth is I can't open up
[Chorus]
But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing
All I know are sad songs, sad songs
Darling, all I know are sad songs, sad songs
You might also like[Drop]
I-I know are sad songs
I-I know are sad songs
Sad songs
I-I know are sad songs
Sad songs
I-I know are sad songs26Embed",pop
"Ring My Bell - Anita Ward
Brianstorm - Arctic Monkeys
It's No Crime - Babyface
Shooting Stars - Bag Raiders
Hellfire - Barns Courtney
I.F.L.Y. - Bazzi
Come Together - The Beatles
While My Guitar Gently Weeps - The Beatles
bellyache - Billie Eilish
my boy - Billie Eilish
ocean eyes - Billie Eilish
bad guy - Billie Eilish
bury a friend - Billie Eilish
everything i wanted - Billie Eilish
my strange addiction - Billie Eilish
when the party's over - Billie Eilish
xanny - Billie Eilish
you should see me in a crown - Billie Eilish
Uptown Girl - Billy Joel
Drowning - A Boogie Wit Da Hoodie
Sunshine Of Your Love - Cream
Get You - Daniel Caesar
Blue Day - Darker My Love
Raise Hell - Dorothy
Wicked Ones - Dorothy
How About Now - Drake
Money In The Grave - Drake
Don't Bring Me Down - Electric Light Orchestra
Ex's & Oh's - Elle King
All By Myself - Eric Carmen
Sweet Dreams (Are Made Of This) - Eurythmics
Pumped Up Kicks - Foster The People
Careless Whisper - George Michael
Crew - Goldlink
Avenue - H.E.R.
Hard Place - H.E.R.
Could've Been - H.E.R.
Believer - Imagine Dragons
Radioactive - Imagine Dragons
Between The Sheets - The Isley Brothers
Footsteps In The Dark - The Isley Brothers
oui - Jeremih
Time In A Bottle - Jim Croce
Lucid Dreams - Juice WRLD
Location - Khalid
Freak On A Leash - Korn
Baby - Quality Control
Yes Indeed - Lil' Baby
Area - MagnusTheMagnus
Blinded By The Light - Manfred Mann's Earth Band
Emotions - Mariah Carey
Going Bad - Meek Mill
Enter Sandman - Metallica
Apocalypse Please - Muse
Blackout - Muse
Falling Away With You - Muse
Hysteria - Muse
Sing For Absolution - Muse
Stockholm Syndrome - Muse
Time Is Running Out - Muse
Assassin - Muse
City of Delusion - Muse
Exo-Politics - Muse
Hoodoo - Muse
Invincible - Muse
Knights of Cydonia - Muse
Map of the Problematique - Muse
Soldier's Poem - Muse
Starlight - Muse
Supermassive Black Hole - Muse
Take A Bow - Muse
Bliss - Muse
Citizen Erased - Muse
Darkshines - Muse
Feeling Good - Muse
Hyper Music - Muse
Megalomania - Muse
Micro Cuts - Muse
New Born - Muse
Plug In Baby - Muse
Screenager - Muse
Space Dementia - Muse
Helena - My Chemical Romance
NO NAME - NF
Options - NF
The Search - NF
About A Girl - Nirvana
Lithium (Live) - Nirvana
Hypnotize - The Notorious B.I.G.
Big Poppa - The Notorious B.I.G.
Misery Business - Paramore
Honesty - Pink Sweat$
I Like Girls - PnB Rock
Plug Walk - Rich The Kid
Trampoline - SHAED
Hot For Teacher - Van Halen
Ocean Man - Ween
Why Bother? - Weezer
Seven Nation Army - The White Stripes
Moonlight - XXXTENTACION
NUMB - XXXTENTACION
Depression and Obsession - XXXTENTACION
Revenge - XXXTENTACION
BAD! - XXXTENTACIONEmbed",alternative
"[Intro]
Shalalala la la la
Uh huh

[Verse 1]
I was down at the New Amsterdam
Staring at this yellow-haired girl
Mr. Jones strikes up a conversation
With a black-haired flamenco dancer
You know she dances while his father plays guitar
She's suddenly beautiful
And we all want something beautiful
Man, I wish I was beautiful
So come dance this silence down through the morning
Shalalala la la la la, yeah, uh huh, yeah
Cut up, Maria
Show me some of them Spanish dances
And pass me a bottle, Mr. Jones
Believe in me, help me believe in anything
'Cause I wanna be someone who believes, yeah

[Chorus for Verse 1]
Mr. Jones and me tell each other fairy tales
And we stare at the beautiful women
""She's looking at you. Ah, no, no, she's looking at me.""
Smiling in the bright lights, coming through in stereo
When everybody loves you, you can never be lonely

[Verse 2]
Well, I'm gonna paint my picture
Paint myself in blue, red, black and gray
All of the beautiful colors are very, very meaningful
Yeah, well, you know gray is my favorite color
I felt so symbolic yesterday
If I knew Picasso, I would buy myself a gray guitar and play

[Chorus for Verse 2]
Mr. Jones and me look into the future
Yeah, we stare at the beautiful women
""She's looking at you. I don't think so. She's looking at me.""
Standing in the spotlight, I bought myself a gray guitar
When everybody loves me, I will never be lonely
You might also likeI will never be lonely
Said I'm never gonna be lonely

[Verse 3]
I want to be a lion
Yeah, everybody wants to pass as cats
We all want to be big, big stars, yeah
But we got different reasons for that
Believe in me, 'cause I don't believe in anything
And I, I want to be someone to believe
To believe, to believe, yeah

[Chorus for Verse 3]
Mr. Jones and me, stumbling through the barrio
Yeah, we stare at the beautiful women
""She's perfect for you, man, there's got to be somebody for me.""
I wanna be Bob Dylan
Mr. Jones wishes he was someone just a little more funky
When everybody loves you, ah son
That's just about as funky as you can be

[Chorus]
Mr. Jones and me, staring at the video
When I look at the television, I want to see me
Staring right back at me
We all wanna be big stars
But we don't know why and we don't know how
But when everybody loves me
I wanna be just about as happy as I can be
[Outro]
Mr. Jones and me, we're gonna be big stars20Embed",alternative
"[Intro]
Are you alright?
I'm alright, I'm quite alright
And my money's right
 (Yeah)
Countin' them bands
All way to the top 'til they be fallin' over
(Yeah, yeah, yeah)
Countin' them bands
On my way to the top 'til we fallin' over
[Chorus]
I don't really care if you cry
On the real, you shoulda never lied
Shoulda saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge

[Verse 1]
Phantom that's all red, inside all white
Like somethin' you ride a sled down, I just want that head
My Brittany got mad, I'm barely her man now
Everybody got the same swag now
Watch the way that I tear it down
Stackin' my bands all the way to the top
All the way 'til my bands fallin' over
Every time that you leave your spot
Your girlfriend call me like, ""Come on over!""
I like the way that she treat me
Gon' leave you, won't leave me, I call it that Casanova
She say I'm insane, yeah
I might blow my brain out (Hey)
Xanny, help the pain, yeah
Please, Xanny, make it go away
I'm committed, not addicted, but it keep control of me
All the pain, now I can't feel it
I swear that it's slowin' me, yeah
You might also like[Chorus]
I don't really care if you cry
On the real, you shoulda never lied
Saw the way she looked me in my eyes
She said, ""I am not afraid to die"" (Yeah)
All my friends are dead
Push me to the edge (Yeah)
All my friends are dead, yeah, ooh
Push me to the edge
All my friends are dead, yeah
All my friends are dead, yeah

[Verse 2]
That is not your swag, I swear you fake hard
Now these niggas wanna take my cadence
Rain on 'em, thunderstorm, rain on 'em (Ooh, yeah)
Medicine, lil' nigga, take some (Yeh, yeh)
Fast car, NASCAR, race on 'em
In the club, ain't got no ones, then we would beg them
Clothes from overseas, got the racks and they all C-Notes
You is not a G though
Lookin' at you stackin' all your money, it all green though
I was countin' that and these all twenties, that's a G-roll

[Bridge]
She say, ""You're the worst, you're the worst""
I cannot die because this my universe
[Chorus]
I don't really care if you cry
On the real, you shoulda never lied
Shoulda saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge798Embed",pop
"[Produced by DJ Mustard & Key Wane]

[Intro]
Mustard on the beat, ho

[Chorus: Big Sean]
I know you've been goin' through some things, uh-huh
I know you don't even love the same, do you, do you?
I know you've been runnin' on empty, runnin' on empty
The way you move it's like you could use a vacation
Drink in your hand and the harder you dance
I swear right now it look like you on a vacation
Gotta get away, make it happen
Whatever happened just had to happen
On vacation, yeah
I know you've been, I know you've been
[Verse 1: Big Sean]
Dancin', dancin', dancin' like you fucking got a reason
Dancing like it's something to believe in
Dancing like it's fuckin' dancing season
Blame it on the alcohol or blame it on sativa
The harder your heart keep beating
Only feel bad while you're thinkin'
Pop, pop, pop like Pepsi Co. the best we smoke
Plus the tan look like you flew in from Mexico
Go go, let me see how wild it get, bust it wide as it get
You need to be taken care of and pampered
But just like a pamper, he on that childish shit
Yeah, I know you've been silencing your phone
(Silencing your phone, ignoring calls from home)
Uh-huh, I know you've been tryna get along
What's up, it's on, no games, we grown
I know you feel like sometimes
That y'all don't speak the same language
Uh-huh, I know that you just wanna let it go
With all the bitches that you came with

[Verse 2: Jhene Aiko]
I know you've been going through some thangs
Wanna get away, baby, let me be your vacation
That other trick you've been fuckin' with is a trip
You know she be playin', baby I am just saying
I know you know I am down for whatever, yeah
You know I'm just here to make you feel better, yeah
Take a load off on my private island
Come inside and go into hiding
I know that you've been sacrificing your time
And need time to unwind and let go
So let go and let's go and let's roll and we roll
You might also like[Verse 3: Big Sean]
Excited, activated get ignited
So many charges on my card, oh God I think it got indicted
Get a, get a night, get a day, get a room, get a place
Get a drink, pop a bottle, maybe we can get away
You a star, you need space, we can shoot up out of town
Have you ever been to Texas? South By Southwestern
Where we can smoke a zip like we can't get arrested
Where they might know us off any intersection
I mean baby I know you've been, wanna be the baddest
Wanna be with somebody who ain't never had it
No status, just all cinematics, you just gotta cast it

[Bridge: Big Sean & Jhene Aiko]
I know you've been crying and poutin'
Know you're tired of arguing but no screaming and shouting
And you know we on a roll like we did good in college
Throwin' hundreds and thousands
Like they not hundreds and thousands

[Chorus: Big Sean & Jhene Aiko]
Why? Cause I know you've been going through some things
I know you've been going through some things you can't explain
With your main thing that shit insane
I know you just tryna maintain, that shit is lame, you can't complain
I know you don't even love the same, do you, do you?
Don't love the same, I know you've been diving through pain
I know you goin' so crazy, I know you runnin' on empty
That shit can fuck with your mente
I know this shit, don't you tempt me, I know you...
I know you've been runnin' on empty, runnin' on empty
The way you move it's like you could use a vacation
I know you, I know you
Drink in your hand and the harder you dance
I swear right now it look like you want a vacation
Gotta get away, make it happen
Whatever happened just had to happen
On vacation, yeah
I know you've been, I know you've been
[Outro: Big Sean]
I know it look like like you need a vacation
How 'bout Hawaii, maybe Jamaica, maybe Asia
Take you places other niggas can't take ya
Don't forget the makeup, yeah431Embed",hip-hop
"1. Post Malone- Circles
2. Post Malone- rockstar (feat. 21 Savage)
3. Post Malone & Swae Lee- Sunflower (Spider-Man: Into the Spider-Verse)
4. Post Malone- Better Now
5. Post Malone- Only Wanna Be With You (Pokémon 25 Version)
6. Post Malone- Congratulations (feat. Quavo)
7. Post Malone- Goodbyes (feat. Young Thug)
8. Post Malone- Wow
9. Post Malone- Psycho (feat. Ty Dolla $ign)
10. Post Malone- I Fall Apart
11. Post Malone- Saint-Tropez
12. Post Malone- Candy Paint
13. Tyla Yaweh- Tommy Lee (feat. Post Malone)
14. Post Malone- Hollywood's Bleeding
15. Post Malone- Go Flex
16. Post Malone- Enemies (feat. DaBaby)
17. Post Malone- Die For Me (feat. Future & Halsey)
18. Post Malone- Take What You Want (feat. Ozzy Osbourne & Travis Scott)
19. Post Malone- On The Road (feat. Meek Mill & Lil Baby)
20. Post Malone- A Thousand Bad Times
21. Post Malone- I'm Gonna Be
22. Post Malone- Staring At The Sun (feat. SZA)
23. Post Malone- Allergic
24. Post Malone- Myself
25. Post Malone- Over Now
26. Post Malone- White Iverson
27. Post Malone- I Know
28. Post Malone- Rich & Sad
29. Post Malone- Internet
30. Post Malone- Stay
31. Post Malone- Ball For Me (feat. Nicki Minaj)
32. Post Malone- No Option
33. Post Malone- Paranoid
34. Post Malone- Spoil My Night (feat. Swae Lee)
35. Post Malone- Zack And Codeine
36. Post Malone- 92 Explorer
37. Post Malone- Too Young
38. Post Malone- Takin' Shots
39. Post Malone- Otherside
40. Post Malone- Money Made Me Do It (feat. 2 Chainz)
41. Post Malone- Same Bitches (feat. G-Eazy & YG)
42. Post Malone- Feeling Whitney
43. Post Malone- Sugar Wraith
44. Post Malone- Patient
45. Post Malone- Blame It On Me
46. Post Malone- Big Lie
47. Post Malone - One Right Now (feat. The Weeknd)
48. Young Thug - Livin It Up (feat. Post Malone & A$AP Rocky)
49. Post Malone - Cooped Up (feat. Roddy Ricch)
50. Post Malone - I Like You (A Happier Song) [feat. Doja Cat]
51. Post Malone - Lemon Tree
52. Post Malone - Wasting Angels (feat. The Kid LAROI)You might also likeEmbed",hip-hop
"[Verse 1]
Talk to me softly, there's something in your eyes
Don't hang your head in sorrow and please don't cry
I know how you feel inside, I've, I've been there before
Something is changing inside you and don't you know?

[Chorus]
Don't you cry tonight, I still love you, baby
And don't you cry tonight
Don't you cry tonight, there's a heaven above you, baby
And don't you cry tonight
[Verse 2]
Give me a whisper and give me a sigh
Give me a kiss before you tell me goodbye
Don't you take it so hard now and please don't take it so bad
I'll still be thinking of you and the times we had, baby

[Chorus]
And don't you cry tonight
Don't you cry tonight
Don't you cry tonight, there's a heaven above you, baby
And don't you cry tonight

[Guitar Solo]

[Verse 3]
And please remember that I never lied, oh
And please remember how I felt inside now, honey
You gotta make it your own way but you'll be alright now, sugar
You'll feel better tomorrow, come the morning light now, baby

[Chorus]
And don't you cry tonight
Don't you cry tonight
Don't you cry tonight, there's a heaven above you, baby
And don't you cry
Don't you ever cry
Don't you cry tonight, baby, maybe someday
Don't you cry, don't you ever cry
Don't you cry tonightYou might also likeEmbed",rock
"[Intro]
Uh (Uh)
Yeah (Lord Pretty Flacko, nigga)
Yeah (Yeah)
Yeah (Yeah)
Whoo (Whoo)
Yeah (Yeah)
Yeah

[Verse 1]
Who the jiggy nigga with the gold links?
Got me reminiscin' 'bout my old day
Three 6, suck a nigga dick, no foreplay, all day
Boomin' out the trap through the hallway
Tell me, what you niggas know about it?
Auntie sayin' turn it down, or she finna call the cops
We be plottin' on the opps, she the one who got the drop
Just a free quick fix of the A, and it's okay
They gon' take me back to my old ways
I was tryna chill, poppin' seals ever since I got a deal
Kick it with my model chick, sip Cris', fuck niggas wanna diss
Now I gotta let 'em know who's really trill
[Chorus]
Lord Pretty Flacko Jodye
Dirty fuck niggas, how you been?
You been crossin' our minds
Niggas talk down every now and then
On the side, who gave 'em style nine times out of ten?
It was Flacko, Jodye, Flacko, Jodye
Flacko, Jodye, Flacko, Jodye

[Verse 2]
I ain't never lookin' for no handouts
Broke ass niggas never helpin' with they hands out
Find out where the fuck nigga live then we camp out
Screamin' fuck the world, never catch me with my pants down
Always been a stand-up guy, I'd rather stand out
Raf Simons, Stan Smith edition with my bands out
I'm the trillest one to do it since Pimp, nigga hands down
If a nigga put his hands on me, that's a man down
Trick, what? Pimps up, hoes down, whoa now
Slow down, see they runnin' with my old style
Grow foul, gold smile, you ho now, thuggin' with my old style
It's a shame how they low down
Dirty like Adidas on my sneaker feature, uh
Trappin' through the speaker, peep the beeper ringer, uh
Turnin' off phones, just to reach 'em, gotta beep 'em
I'm a Lord motherfucker, better greet him if you see him
You might also like[Chorus]
Lord Pretty Flacko Jodye
Dirty fuck niggas, how you been?
You been crossin' our minds
Niggas talk down every now and then
On the side, who gave 'em style nine times out of ten?
It was Flacko, Jodye, Flacko, Jodye
Flacko, Jodye, Flacko, Jodye476Embed",hip-hop
